N,P,K,temperature,humidity,ph,rainfall,label
87.35,70.76,58.95,26.24,65.92,6.33,267.64,rice
50.61,59.22,37.39,25.6,78.61,6.26,234.26,rice
116.0,83.87,51.03,29.96,65.28,6.27,253.91,rice
85.23,57.33,53.46,34.24,74.96,6.81,291.33,rice
65.96,59.17,86.03,32.92,46.86,5.68,216.32,rice
47.25,36.84,25.12,30.7,79.2,6.85,173.17,rice
111.61,66.22,30.01,33.48,88.38,5.83,292.88,rice
79.83,54.11,89.29,32.82,48.07,6.15,227.34,rice
73.91,33.7,42.3,31.39,40.97,6.33,216.07,rice
41.81,43.2,63.67,28.66,43.21,6.98,268.25,rice
137.17,27.33,38.59,22.51,78.95,5.91,169.43,rice
82.23,83.8,77.33,25.36,47.47,6.88,235.59,rice
110.04,26.26,24.03,30.95,61.27,5.61,290.75,rice
103.44,76.11,25.86,33.13,43.33,6.79,218.07,rice
73.92,58.71,84.87,25.48,46.46,6.29,185.77,rice
50.95,31.3,23.53,24.62,55.6,5.96,263.92,rice
69.0,55.01,32.45,26.51,40.91,5.88,152.3,rice
113.31,58.57,33.26,28.17,86.73,5.66,272.84,rice
83.22,54.65,78.42,27.11,65.33,6.53,297.37,rice
74.27,78.26,69.47,30.27,60.23,6.02,158.16,rice
52.98,24.95,71.86,25.32,48.16,5.63,276.19,rice
127.05,66.94,39.74,25.15,54.65,6.19,173.63,rice
84.58,38.43,87.33,34.64,67.35,5.87,294.85,rice
70.95,44.96,20.07,21.43,63.73,6.51,64.07,maize
90.47,20.35,38.49,18.81,59.98,5.58,51.57,maize
70.42,36.3,60.99,22.76,77.53,6.82,100.12,maize
127.91,47.27,42.83,26.86,47.47,6.95,95.03,maize
44.38,78.47,82.44,23.65,76.69,7.12,59.75,maize
92.38,55.31,78.45,25.24,81.32,6.67,112.5,maize
108.29,68.53,36.1,18.28,46.65,6.22,57.34,maize
123.58,59.1,63.94,23.64,74.03,6.48,50.23,maize
119.77,72.38,55.21,22.82,72.96,5.63,101.58,maize
65.22,25.21,38.59,24.56,50.26,6.98,118.3,maize
89.39,46.78,53.53,24.15,78.35,6.73,94.99,maize
47.75,30.32,37.78,24.69,55.22,6.64,50.87,maize
46.07,38.81,67.04,24.23,73.79,6.08,86.16,maize
86.47,52.64,28.3,26.04,49.96,7.46,115.54,maize
41.75,52.13,77.39,26.71,62.47,6.04,64.69,maize
134.56,34.75,60.7,19.28,66.2,7.41,59.28,maize
122.02,55.61,82.08,24.33,51.57,7.3,84.03,maize
42.48,20.25,54.42,22.06,55.1,5.78,74.08,maize
71.61,78.82,20.12,24.76,81.96,5.74,114.85,maize
111.3,83.11,40.29,21.35,59.64,7.5,91.24,maize
76.07,49.96,39.26,18.43,45.09,7.17,69.99,maize
133.56,37.45,38.6,22.6,49.49,6.25,116.93,maize
128.43,76.84,64.16,26.22,87.03,6.6,100.37,maize
44.95,71.26,51.56,24.77,72.22,6.07,53.43,maize
132.68,28.91,53.05,21.09,54.89,6.98,118.34,maize
66.02,65.92,41.06,23.02,59.72,5.83,61.32,maize
60.79,83.42,54.8,19.98,85.31,7.49,81.5,maize
53.96,33.47,26.35,21.08,44.55,5.98,68.09,maize
96.96,82.11,72.48,21.72,60.69,6.55,76.38,maize
73.82,24.34,39.43,26.71,46.29,6.51,94.07,maize
126.29,35.12,38.97,15.23,59.99,6.67,77.7,barley
124.87,81.1,21.53,12.42,75.48,7.34,53.66,barley
98.72,20.01,47.41,24.05,81.28,7.28,78.61,barley
64.85,27.63,30.81,18.79,74.1,7.41,66.09,barley
104.73,73.54,52.01,19.17,41.98,7.17,41.63,barley
131.99,65.19,41.26,13.66,52.59,6.95,64.93,barley
51.21,24.92,56.71,19.58,59.4,6.34,60.05,barley
41.05,41.11,52.25,24.47,72.23,7.33,53.77,barley
63.48,37.29,87.24,21.16,55.37,6.03,54.92,barley
107.45,49.4,38.01,20.68,86.26,6.34,31.7,barley
73.81,49.44,67.78,14.58,79.85,7.11,55.24,barley
60.52,87.89,41.82,22.66,51.54,6.33,68.02,barley
69.49,86.63,54.7,14.44,51.17,6.63,63.26,barley
134.88,30.25,47.54,14.77,88.71,6.21,32.59,barley
46.01,47.53,82.87,23.49,76.64,7.5,76.58,barley
72.92,32.99,85.51,21.7,41.59,7.0,48.93,barley
77.39,43.22,31.85,12.04,53.99,6.53,77.78,barley
52.37,87.5,34.52,16.64,81.08,7.23,51.62,barley
44.93,53.14,46.09,23.95,49.65,6.55,74.85,barley
43.03,48.76,76.83,21.97,42.03,6.05,33.13,barley
132.01,37.99,72.31,23.68,56.95,6.41,77.88,barley
101.7,38.35,70.16,16.11,53.78,6.01,67.78,barley
131.65,64.38,86.03,12.32,51.69,6.71,77.84,barley
135.39,47.06,37.57,17.59,64.67,7.39,39.15,barley
120.26,71.69,77.59,22.05,70.36,6.49,45.98,barley
76.19,74.76,25.53,14.57,77.64,6.37,33.24,barley
43.39,58.68,42.8,24.74,84.17,7.48,43.24,barley
48.41,26.75,54.89,21.23,62.35,6.35,50.84,barley
102.03,67.19,72.36,23.01,73.22,6.18,72.04,barley
69.38,59.68,46.11,21.59,49.96,6.37,42.27,barley
55.33,81.89,60.48,28.26,59.8,7.48,70.44,sorghum
63.14,76.59,65.73,34.91,45.12,6.45,89.15,sorghum
124.06,84.01,22.83,27.94,45.96,5.88,98.38,sorghum
98.32,85.11,46.06,33.66,62.46,6.02,86.67,sorghum
134.57,27.4,61.73,31.2,50.88,6.24,48.48,sorghum
60.4,37.84,61.96,31.52,50.17,5.52,59.63,sorghum
107.83,32.96,41.85,27.03,79.76,6.6,43.8,sorghum
50.14,47.67,58.51,31.39,44.56,5.83,81.72,sorghum
80.98,39.83,41.53,34.53,55.62,6.63,61.43,sorghum
81.64,80.5,89.76,28.64,49.86,6.96,52.22,sorghum
40.59,83.11,49.66,33.2,60.31,7.27,67.65,sorghum
56.25,21.04,58.61,31.41,85.49,5.68,77.33,sorghum
77.08,55.31,30.21,27.83,66.06,7.35,46.53,sorghum
89.05,76.34,87.68,26.97,46.33,7.39,98.53,sorghum
88.27,23.74,84.83,28.88,85.21,6.74,89.47,sorghum
56.03,75.01,35.55,29.04,82.32,7.16,50.98,sorghum
61.81,47.98,56.25,28.84,46.15,5.99,83.49,sorghum
129.73,22.88,59.36,32.57,41.91,7.18,47.06,sorghum
99.95,58.5,63.89,28.06,61.0,6.67,65.54,sorghum
105.88,51.28,50.68,25.23,70.94,6.48,54.12,sorghum
116.36,74.6,52.08,26.8,63.66,5.71,47.71,sorghum
83.06,26.42,50.94,30.1,42.04,6.77,44.93,sorghum
113.35,74.43,55.8,25.54,65.2,6.26,97.05,sorghum
53.62,79.99,89.73,32.32,80.75,5.89,98.9,sorghum
89.19,86.96,84.12,26.65,79.42,7.36,43.93,sorghum
75.09,72.93,31.11,33.97,53.75,7.13,48.61,sorghum
90.22,84.39,34.58,27.63,65.3,6.14,42.21,sorghum
58.21,31.29,85.55,31.8,84.77,5.84,87.09,sorghum
51.51,57.15,64.54,28.6,83.65,6.61,74.8,sorghum
128.25,27.32,89.51,31.3,59.71,7.1,55.89,sorghum
139.05,60.42,45.22,32.65,62.11,5.85,64.62,millet
44.83,77.39,37.76,31.39,89.2,6.67,59.82,millet
71.26,20.13,22.37,26.49,70.8,6.36,50.76,millet
129.55,29.24,35.91,31.53,41.11,5.51,41.3,millet
50.64,45.0,35.7,30.84,69.45,5.91,57.44,millet
87.49,29.43,85.56,27.44,47.47,5.69,58.29,millet
127.13,74.75,48.14,27.64,40.57,6.79,53.74,millet
75.03,65.19,51.06,34.37,76.68,6.0,74.21,millet
44.4,57.21,48.42,27.38,42.92,7.06,20.74,millet
95.09,85.86,29.96,27.0,70.4,6.51,58.49,millet
121.34,32.22,41.66,28.0,42.42,7.28,66.98,millet
111.54,20.44,79.11,32.45,63.26,6.98,47.15,millet
62.59,27.37,36.26,25.39,56.78,7.0,61.71,millet
124.53,69.82,38.62,30.54,61.8,7.08,51.39,millet
66.53,64.94,87.56,27.17,84.0,5.53,35.62,millet
63.61,72.07,86.13,32.46,56.34,7.26,39.71,millet
63.92,83.53,64.15,31.93,73.26,7.46,48.17,millet
123.97,68.83,80.03,29.37,76.23,6.64,38.47,millet
61.2,63.58,25.45,34.11,47.23,5.55,26.4,millet
132.89,44.14,29.93,25.29,42.08,6.89,58.03,millet
109.7,71.57,24.6,30.9,58.17,7.14,69.17,millet
129.13,24.62,80.75,34.14,87.22,5.71,32.34,millet
51.2,22.41,79.34,33.12,71.71,7.15,57.89,millet
68.74,26.99,26.85,32.57,50.25,6.14,45.43,millet
42.09,37.97,39.78,32.16,58.4,6.14,77.84,millet
90.37,79.6,63.28,25.31,60.65,6.37,66.38,millet
74.68,69.33,57.65,27.17,83.11,5.68,69.19,millet
57.04,20.09,34.14,32.62,88.89,5.51,49.45,millet
89.15,75.77,32.92,29.95,57.36,7.16,35.63,millet
134.39,39.86,35.03,31.99,64.92,5.72,58.19,millet
48.09,75.15,68.8,29.02,71.4,6.21,78.15,bajra
79.46,82.33,26.03,30.44,41.26,5.91,61.58,bajra
130.12,55.08,46.55,30.38,51.68,6.42,93.79,bajra
115.45,72.71,65.24,22.88,56.33,5.81,131.17,bajra
106.21,71.94,31.87,24.14,78.67,6.66,45.13,bajra
86.2,81.96,36.66,20.68,55.08,6.91,131.24,bajra
55.46,30.92,37.33,22.57,66.11,5.82,69.37,bajra
58.93,88.26,71.01,19.43,88.12,5.7,76.11,bajra
138.38,75.64,71.33,24.09,49.81,6.78,42.82,bajra
60.64,47.18,22.38,23.59,79.55,6.89,90.06,bajra
103.24,52.43,29.93,26.45,60.24,6.98,138.96,bajra
83.0,60.18,72.44,23.9,51.43,6.94,135.61,bajra
117.4,69.01,79.67,27.51,72.08,6.41,67.56,bajra
102.83,26.85,49.37,28.95,75.66,6.76,60.01,bajra
82.36,51.86,63.51,23.73,73.76,7.36,51.97,bajra
105.45,74.47,47.21,24.86,88.73,5.58,95.2,bajra
56.08,74.73,85.84,25.27,45.05,6.65,94.92,bajra
111.73,55.85,64.75,29.61,66.08,6.32,143.76,bajra
61.01,67.91,47.47,28.68,46.12,7.47,72.66,bajra
45.66,39.21,47.98,18.19,60.93,6.34,113.79,bajra
75.21,38.56,35.71,28.38,87.0,6.55,56.27,bajra
120.15,47.44,34.84,19.81,78.83,7.12,106.12,bajra
86.92,59.34,35.82,31.49,57.66,6.78,128.25,bajra
121.62,52.77,40.6,25.68,46.26,7.17,72.57,bajra
125.07,38.72,46.33,21.55,61.31,5.87,30.32,bajra
112.18,39.68,37.15,22.23,63.98,6.36,106.48,bajra
105.93,45.37,85.01,29.96,42.85,7.16,138.7,bajra
118.4,29.83,78.19,26.86,40.75,5.52,144.21,bajra
105.6,37.5,27.11,20.0,51.68,7.05,71.57,bajra
55.27,83.29,75.42,20.35,84.56,6.72,123.75,bajra
106.85,82.57,75.17,29.74,49.87,6.89,93.7,ragi
114.19,50.7,81.79,25.77,53.22,5.97,46.72,ragi
89.31,24.09,52.7,20.02,64.57,6.5,94.75,ragi
126.29,20.46,78.85,24.55,68.13,6.83,130.87,ragi
77.5,49.32,87.24,19.06,71.85,6.77,33.42,ragi
100.97,67.78,85.2,22.63,89.09,6.52,88.16,ragi
129.76,22.37,70.27,26.75,56.93,7.22,73.94,ragi
87.45,56.79,73.94,20.95,61.76,6.34,96.48,ragi
122.67,40.5,77.94,23.65,65.19,6.04,90.77,ragi
137.5,65.82,75.44,22.63,55.85,6.1,100.37,ragi
103.48,74.9,22.8,28.12,84.28,6.59,35.96,ragi
70.04,20.43,33.3,30.9,70.43,6.82,124.68,ragi
130.98,62.82,63.17,26.78,74.82,6.69,111.72,ragi
61.25,66.69,52.05,28.68,45.07,5.86,34.44,ragi
117.45,83.99,65.9,23.16,81.13,7.07,97.45,ragi
65.8,41.14,49.52,22.46,61.53,6.78,142.06,ragi
45.46,59.73,22.76,19.66,80.52,6.65,140.24,ragi
84.65,20.99,47.1,26.29,86.89,7.46,87.05,ragi
81.24,27.14,65.12,20.97,47.59,5.53,30.57,ragi
108.38,28.52,87.64,19.23,83.48,5.76,32.13,ragi
111.94,36.96,71.35,20.62,42.51,7.05,115.63,ragi
125.55,71.08,25.9,26.8,75.46,6.42,141.88,ragi
65.41,87.5,70.2,18.16,40.74,6.8,128.08,ragi
47.97,41.77,71.06,20.32,83.05,6.47,37.17,ragi
76.76,60.25,50.71,27.48,47.25,7.09,73.59,ragi
104.49,64.08,49.26,23.4,79.31,7.39,124.15,ragi
96.68,40.47,24.24,31.64,75.16,7.15,69.84,ragi
100.58,88.42,78.19,26.42,55.43,6.36,136.57,ragi
77.67,67.94,62.12,30.55,80.37,6.07,30.2,ragi
66.3,49.58,61.07,29.42,84.37,5.58,129.99,ragi
121.18,80.7,60.03,21.83,82.56,7.11,112.16,oats
131.37,44.28,25.95,25.75,79.87,5.9,120.02,oats
133.17,36.38,62.48,27.49,63.27,5.91,60.57,oats
115.11,75.42,52.18,19.23,80.33,7.04,57.94,oats
97.96,82.79,81.96,25.31,63.83,6.68,52.7,oats
59.23,32.65,69.07,23.08,68.22,6.3,92.07,oats
54.9,23.12,89.8,23.24,45.31,6.77,124.48,oats
55.62,61.8,44.14,25.27,41.03,5.57,148.85,oats
126.61,54.04,59.7,21.66,78.96,6.35,143.58,oats
116.72,77.32,87.44,21.56,41.89,5.9,51.69,oats
48.37,23.57,59.02,30.19,62.91,7.39,139.19,oats
46.42,61.86,47.82,19.68,87.96,6.01,97.74,oats
104.06,86.95,66.88,23.5,62.42,5.82,145.89,oats
139.17,35.52,22.7,21.58,57.6,7.31,138.55,oats
123.72,23.29,75.05,27.93,72.33,7.47,36.69,oats
54.48,72.85,85.76,27.48,54.94,6.68,120.95,oats
50.54,42.67,37.99,19.74,64.07,5.84,58.61,oats
54.31,67.43,20.88,28.04,49.76,5.57,141.32,oats
62.06,85.38,80.67,30.44,46.99,6.39,41.64,oats
132.88,78.96,63.99,24.33,56.99,7.15,87.3,oats
102.82,29.99,35.52,18.79,75.69,6.61,47.37,oats
127.07,38.65,48.82,20.18,53.56,7.18,70.14,oats
56.78,54.37,42.26,30.64,45.71,7.46,36.82,oats
129.5,66.78,34.78,24.68,54.31,6.02,54.19,oats
76.43,89.37,89.87,30.95,44.88,6.08,137.54,oats
45.75,70.85,40.55,31.7,40.8,7.11,70.91,oats
54.01,20.13,78.26,25.37,49.29,6.37,139.44,oats
61.83,59.99,29.67,20.52,78.52,6.92,53.61,oats
47.93,26.12,62.6,24.94,53.69,5.91,103.49,oats
110.78,76.81,60.81,20.83,43.28,6.97,78.97,oats
112.17,23.88,76.75,22.69,82.1,7.23,89.16,rye
41.54,83.72,53.36,30.21,53.31,5.87,129.79,rye
76.71,31.44,45.98,26.33,40.23,6.54,83.49,rye
91.56,28.45,70.02,29.43,83.27,6.14,115.34,rye
78.14,72.59,24.28,30.22,87.7,6.49,91.6,rye
93.05,57.61,21.45,31.54,51.18,5.86,42.32,rye
65.05,77.2,22.11,19.35,74.95,5.89,32.12,rye
99.94,60.35,56.6,27.84,45.14,7.24,116.05,rye
44.52,28.61,54.55,25.01,53.98,5.74,78.68,rye
53.7,61.43,80.28,20.06,68.64,6.99,49.72,rye
122.6,85.63,47.21,23.89,81.99,6.55,77.48,rye
134.13,74.38,43.7,21.37,56.75,6.37,147.75,rye
120.44,83.89,77.05,29.87,42.68,6.53,144.94,rye
133.43,37.45,49.55,26.86,58.22,6.56,38.31,rye
83.3,55.33,21.46,19.95,88.48,7.05,142.43,rye
103.32,76.65,81.91,30.38,41.72,6.78,61.89,rye
107.84,39.14,57.96,30.94,71.06,6.0,92.44,rye
83.37,86.56,40.13,22.28,72.38,5.74,101.31,rye
135.61,55.96,38.79,24.53,66.69,5.8,44.87,rye
53.14,40.55,48.46,22.04,52.17,5.68,95.56,rye
123.97,62.7,59.91,27.11,50.06,6.92,85.31,rye
94.8,62.9,52.83,22.35,52.11,5.94,91.49,rye
78.32,61.0,20.83,22.94,83.09,5.98,96.8,rye
89.14,39.94,89.13,22.14,78.61,5.82,38.02,rye
127.13,50.8,24.34,23.43,61.99,6.97,43.11,rye
62.52,87.15,71.7,20.16,56.85,6.2,111.04,rye
101.63,79.5,77.48,25.25,76.94,6.99,121.16,rye
87.52,74.95,69.6,30.81,46.36,7.24,30.52,rye
116.57,61.01,54.85,31.48,68.6,6.34,124.04,rye
127.28,62.51,46.57,24.33,62.9,6.95,65.15,rye
79.07,58.87,46.92,23.22,79.35,7.27,74.96,lentil
84.4,32.89,41.28,21.45,68.77,6.87,37.91,lentil
132.02,42.67,79.04,28.38,87.94,6.31,68.38,lentil
131.06,20.75,23.32,25.65,64.87,7.38,99.61,lentil
93.85,89.88,56.22,25.17,74.26,6.58,62.19,lentil
99.47,44.58,86.35,26.76,66.26,6.15,63.7,lentil
80.09,59.29,60.18,28.8,88.22,6.73,69.61,lentil
102.46,89.73,44.03,25.3,80.79,6.26,58.63,lentil
137.84,77.82,55.88,21.11,84.73,7.03,103.85,lentil
139.02,82.17,49.46,21.56,54.5,6.77,75.44,lentil
58.81,32.77,64.11,26.03,57.66,7.49,87.29,lentil
44.23,48.8,75.13,23.07,74.53,6.01,57.4,lentil
124.22,61.03,66.77,21.97,64.89,6.83,53.94,lentil
104.68,57.2,89.8,25.74,60.56,6.18,44.11,lentil
115.95,27.47,27.01,21.71,66.12,7.23,85.17,lentil
120.66,24.35,20.87,27.71,56.14,7.07,61.85,lentil
56.94,38.66,26.96,29.04,69.11,6.52,70.49,lentil
78.57,23.83,82.34,25.83,87.98,6.66,85.82,lentil
64.93,23.08,85.16,28.55,55.74,7.35,103.43,lentil
70.37,62.18,87.2,24.96,87.49,6.36,65.08,lentil
111.85,35.5,41.64,28.75,64.22,7.19,51.91,lentil
57.35,45.09,33.06,29.72,54.54,6.84,40.34,lentil
93.38,46.99,48.22,20.65,46.16,7.24,61.61,lentil
64.49,33.38,39.85,22.37,41.75,7.0,60.73,lentil
55.59,69.41,26.48,22.7,81.75,6.19,69.9,lentil
123.63,76.35,31.15,23.53,76.12,6.57,116.26,lentil
60.81,86.57,55.34,22.27,62.63,6.2,93.58,lentil
66.08,82.97,61.13,23.68,52.31,6.91,49.13,lentil
127.24,28.6,55.91,25.43,53.52,7.16,64.63,lentil
105.75,59.74,41.76,23.9,44.3,6.27,106.59,lentil
72.1,66.39,27.63,25.62,58.07,6.75,56.73,chickpea
46.59,41.79,35.85,21.26,75.83,6.42,66.3,chickpea
130.89,74.25,81.79,28.61,46.61,6.41,32.66,chickpea
107.96,66.45,44.6,24.13,72.95,7.05,52.36,chickpea
124.67,44.65,64.02,21.82,45.76,7.37,96.06,chickpea
111.26,22.83,22.8,21.62,49.9,6.45,64.27,chickpea
43.92,41.76,64.68,21.8,81.97,6.86,94.5,chickpea
65.47,50.45,67.9,23.49,40.05,7.25,99.88,chickpea
68.63,23.01,79.79,26.07,42.37,6.37,40.01,chickpea
119.14,34.71,84.01,27.5,44.31,7.04,65.43,chickpea
114.76,78.01,39.68,20.9,87.32,6.64,113.72,chickpea
109.16,71.7,78.1,26.28,62.64,6.08,92.84,chickpea
82.84,55.83,84.97,21.28,78.1,6.07,93.25,chickpea
120.57,38.28,58.25,29.69,71.88,6.82,52.47,chickpea
45.94,45.05,48.81,22.01,55.53,6.2,93.63,chickpea
107.03,36.65,36.92,25.15,62.25,7.4,61.63,chickpea
69.94,81.93,29.93,25.63,56.68,7.22,79.34,chickpea
116.05,31.84,66.66,25.99,63.06,7.15,104.81,chickpea
51.45,40.25,45.23,22.06,43.02,6.42,47.74,chickpea
110.16,51.36,27.91,23.24,63.43,6.54,45.13,chickpea
47.18,20.76,89.45,27.5,44.2,7.08,118.22,chickpea
96.37,27.62,54.22,24.34,49.49,6.81,30.75,chickpea
131.96,65.12,63.94,29.35,72.63,6.38,52.14,chickpea
53.87,21.94,74.21,28.4,54.82,6.28,87.43,chickpea
124.57,84.87,31.79,27.85,81.52,7.11,59.4,chickpea
58.45,77.77,42.41,23.69,67.56,6.55,104.83,chickpea
63.94,22.89,59.68,26.28,80.99,7.06,111.47,chickpea
134.49,54.61,54.97,21.57,54.98,6.87,37.22,chickpea
108.8,31.45,51.02,29.7,44.48,6.06,69.56,chickpea
59.08,70.61,20.2,28.41,82.77,7.18,68.29,chickpea
68.33,66.31,56.02,24.21,56.93,6.66,89.95,pigeonpea
122.61,83.28,31.51,22.96,62.16,6.85,61.33,pigeonpea
59.54,25.95,42.66,24.6,88.56,7.36,107.89,pigeonpea
137.44,87.33,63.39,28.11,43.0,7.01,84.82,pigeonpea
69.7,59.98,86.7,24.81,72.37,6.45,60.91,pigeonpea
128.51,21.95,33.22,26.79,62.37,6.13,89.44,pigeonpea
77.2,60.65,49.15,25.3,68.24,6.59,40.28,pigeonpea
58.05,82.3,58.37,21.12,83.11,6.38,38.55,pigeonpea
93.08,37.61,54.25,25.54,51.33,6.86,40.17,pigeonpea
91.32,61.19,25.62,24.08,43.67,6.66,107.71,pigeonpea
95.06,70.02,72.98,21.15,89.53,7.08,39.19,pigeonpea
123.02,47.44,31.99,29.6,68.15,7.16,42.31,pigeonpea
117.62,24.03,36.58,23.72,40.76,6.89,49.18,pigeonpea
69.99,69.52,49.82,28.89,71.06,7.31,80.67,pigeonpea
131.75,80.95,31.76,27.45,57.07,7.15,91.25,pigeonpea
122.56,28.59,46.11,27.37,87.4,7.08,33.92,pigeonpea
100.38,26.98,58.42,28.03,45.65,7.39,90.77,pigeonpea
65.46,33.52,51.27,28.38,69.07,6.17,31.89,pigeonpea
51.04,76.05,32.97,25.54,54.5,7.03,64.27,pigeonpea
54.42,81.28,57.69,26.9,80.41,7.42,31.24,pigeonpea
74.24,30.57,55.12,28.73,80.02,6.05,46.41,pigeonpea
121.83,67.57,47.48,24.76,47.91,7.27,65.41,pigeonpea
127.3,62.76,25.31,23.29,50.82,7.34,83.03,pigeonpea
44.37,31.88,45.27,24.68,68.85,6.58,61.83,pigeonpea
40.6,60.54,43.36,20.21,62.97,7.48,34.08,pigeonpea
54.58,66.97,39.09,22.73,65.0,6.39,81.21,pigeonpea
92.81,86.99,89.45,20.34,68.03,7.16,108.51,pigeonpea
117.43,64.32,64.42,23.63,54.08,7.19,108.55,pigeonpea
133.86,67.69,41.28,27.63,76.98,6.76,87.17,pigeonpea
75.04,58.55,48.42,20.6,56.86,6.48,118.96,pigeonpea
88.15,45.71,37.04,22.35,57.46,6.2,30.65,blackgram
127.1,51.72,51.19,25.69,55.12,6.25,35.97,blackgram
70.15,41.59,70.87,25.51,86.87,6.51,112.91,blackgram
98.33,25.6,32.51,25.8,89.37,6.54,99.7,blackgram
82.83,80.78,24.74,24.85,84.96,6.41,53.18,blackgram
42.31,31.52,38.76,27.04,50.92,6.6,48.03,blackgram
100.29,80.49,65.37,21.97,76.69,7.44,84.09,blackgram
47.93,76.66,81.29,23.41,46.83,6.28,78.32,blackgram
127.54,64.79,84.6,22.12,56.34,7.12,88.4,blackgram
80.53,67.53,43.64,20.57,60.71,6.07,86.37,blackgram
73.45,54.61,61.85,22.57,63.17,6.02,113.28,blackgram
96.41,89.13,23.92,26.14,76.21,6.49,38.41,blackgram
55.62,29.99,73.7,20.9,80.7,6.63,78.48,blackgram
98.85,58.85,66.02,26.02,56.54,7.11,53.2,blackgram
111.14,73.43,74.32,23.09,78.63,7.47,70.78,blackgram
67.83,56.63,85.87,21.32,40.45,6.71,88.98,blackgram
117.42,45.37,89.27,22.28,77.83,6.13,32.52,blackgram
53.41,24.21,55.13,25.55,49.09,7.41,62.9,blackgram
54.93,32.42,71.64,29.21,48.1,6.04,100.03,blackgram
64.26,88.76,54.93,26.36,57.21,7.2,71.41,blackgram
72.38,83.25,27.55,27.33,43.27,6.97,66.17,blackgram
126.41,24.2,59.49,24.1,85.96,7.42,86.44,blackgram
62.41,37.64,38.36,24.34,51.57,6.3,98.33,blackgram
104.27,40.89,89.6,22.17,68.48,6.24,107.68,blackgram
126.93,38.71,72.61,28.23,54.13,6.5,73.7,blackgram
129.1,31.31,67.79,25.98,62.65,6.87,109.46,blackgram
60.98,81.85,45.23,27.8,83.17,6.27,107.76,blackgram
139.48,40.83,21.71,21.12,88.72,6.01,112.04,blackgram
55.08,71.52,26.83,21.69,74.14,6.14,60.56,blackgram
131.85,70.14,81.74,29.8,41.65,6.35,101.29,blackgram
108.95,22.65,55.33,22.32,61.52,6.16,31.79,mungbean
139.08,42.15,81.5,21.2,64.37,6.2,68.56,mungbean
57.9,67.98,30.36,27.38,65.04,6.17,61.82,mungbean
89.63,84.31,44.46,22.15,88.38,7.32,95.83,mungbean
67.3,32.41,38.53,20.69,42.16,6.76,66.73,mungbean
95.66,45.38,20.74,26.88,72.66,6.82,79.39,mungbean
109.03,88.77,81.19,27.18,59.96,6.48,67.72,mungbean
137.29,47.1,46.98,24.1,47.15,7.5,30.47,mungbean
100.78,84.84,37.83,26.11,58.85,6.36,47.86,mungbean
51.62,79.01,74.88,29.09,42.48,7.04,59.19,mungbean
104.62,58.43,42.09,29.72,40.05,7.12,106.81,mungbean
91.01,61.46,89.63,22.34,71.48,7.11,64.1,mungbean
111.22,47.55,56.84,26.13,73.86,6.48,86.6,mungbean
94.31,35.63,62.88,22.65,85.44,6.71,94.94,mungbean
92.2,53.36,35.49,21.42,86.37,6.79,77.15,mungbean
